# GT-EV-Testbed UART telemetry + drive log
# session_start_ms,4063
# master_id,101 (esc1),slave_id,102 (esc2)
# firmware,2.2.0
# poll_ms=125,drive=PPM D6/D10
time_ms,loop_dt_ms,throttle_us,steering_us,throttle_norm,steering_norm,left_mix,right_mix,master_ppm_us,slave_ppm_us,rc_last_update_age_ms,rc_signal_valid,esc1_last_update_age_ms,esc2_last_update_age_ms,esc1_rpm,esc1_duty,esc1_motor_current,esc1_input_current,esc1_vin,esc1_fault_code,esc1_fault_name,esc2_rpm,esc2_duty,esc2_motor_current,esc2_input_current,esc2_vin,esc2_fault_code,esc2_fault_name
4533,0,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00940,0.1919,0.0002,57.550,0,NONE,0,0.00940,0.0158,-0.0000,57.690,0,NONE
4677,144,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,0.4072,0.0004,57.560,0,NONE,0,0.00000,0.2129,0.0003,57.680,0,NONE
4815,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.2625,0.0012,57.570,0,NONE,0,0.00000,0.3044,0.0004,57.690,0,NONE
4952,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3552,0.0013,57.570,0,NONE,0,0.00000,0.2209,0.0002,57.700,0,NONE
5097,145,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,53,0,0,0.00000,1.3876,0.0013,57.560,0,NONE,0,0.00000,0.2511,-0.0000,57.700,0,NONE
5235,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4309,0.0013,57.570,0,NONE,0,0.00000,0.1863,-0.0001,57.690,0,NONE
5372,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4542,0.0013,57.590,0,NONE,0,0.00000,0.1926,0.0001,57.700,0,NONE
5510,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4789,0.0013,57.560,0,NONE,0,0.00000,0.2273,-0.0001,57.710,0,NONE
5648,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4718,0.0013,57.570,0,NONE,0,0.00000,0.0769,-0.0002,57.710,0,NONE
5786,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4894,0.0013,57.570,0,NONE,0,0.00000,0.0894,-0.0002,57.700,0,NONE
5924,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4375,0.0012,57.560,0,NONE,0,0.00000,0.0718,-0.0002,57.700,0,NONE
6061,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4651,0.0013,57.560,0,NONE,0,0.00000,0.0944,-0.0002,57.700,0,NONE
6199,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4788,0.0013,57.590,0,NONE,0,0.00000,0.0719,-0.0002,57.700,0,NONE
6337,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4709,0.0013,57.580,0,NONE,0,0.00000,0.0521,-0.0002,57.690,0,NONE
6475,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.5240,0.0013,57.580,0,NONE,0,0.00000,0.0055,-0.0002,57.690,0,NONE
6613,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.5160,0.0013,57.590,0,NONE,0,0.00000,0.1265,-0.0002,57.700,0,NONE
6751,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.5055,0.0013,57.580,0,NONE,0,0.00000,0.0459,-0.0002,57.700,0,NONE
6888,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4638,0.0013,57.570,0,NONE,0,0.00000,0.0628,-0.0002,57.690,0,NONE
7026,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4533,0.0012,57.580,0,NONE,0,0.00000,0.2135,-0.0002,57.690,0,NONE
7164,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4507,0.0012,57.580,0,NONE,0,0.00000,0.1448,-0.0002,57.700,0,NONE
7302,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4558,0.0012,57.550,0,NONE,0,0.00000,0.0765,-0.0002,57.700,0,NONE
7440,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4651,0.0013,57.570,0,NONE,0,0.00000,0.0615,-0.0002,57.700,0,NONE
7578,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4802,0.0013,57.560,0,NONE,0,0.00000,0.0947,-0.0002,57.700,0,NONE
7715,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4413,0.0013,57.580,0,NONE,0,0.00000,0.0749,-0.0002,57.690,0,NONE
7853,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4305,0.0013,57.590,0,NONE,0,0.00000,0.0259,-0.0003,57.700,0,NONE
7991,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4855,0.0013,57.550,0,NONE,0,0.00000,0.0030,-0.0002,57.690,0,NONE
8129,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4859,0.0013,57.570,0,NONE,0,0.00000,0.0626,-0.0002,57.690,0,NONE
8279,150,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4737,0.0013,57.580,0,NONE,0,0.00000,0.1462,-0.0002,57.700,0,NONE
8417,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4783,0.0013,57.620,0,NONE,0,0.00000,0.1263,-0.0002,57.690,0,NONE
8555,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4592,0.0013,57.590,0,NONE,0,0.00000,-0.0167,-0.0003,57.680,0,NONE
8693,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4446,0.0013,57.570,0,NONE,0,0.00000,0.0577,-0.0002,57.700,0,NONE
8831,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4474,0.0013,57.580,0,NONE,0,0.00000,0.0946,-0.0002,57.690,0,NONE
8969,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4894,0.0013,57.580,0,NONE,0,0.00000,-0.0284,-0.0003,57.690,0,NONE
9106,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4477,0.0012,57.580,0,NONE,0,0.00000,-0.0086,-0.0003,57.690,0,NONE
9244,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4952,0.0013,57.550,0,NONE,0,0.00000,0.0698,-0.0002,57.710,0,NONE
9382,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4971,0.0013,57.580,0,NONE,0,0.00000,0.0844,-0.0002,57.700,0,NONE
9520,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3862,0.0012,57.590,0,NONE,0,0.00000,-0.0123,-0.0002,57.700,0,NONE
9658,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4565,0.0013,57.590,0,NONE,0,0.00000,-0.0362,-0.0003,57.700,0,NONE
9796,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4691,0.0013,57.590,0,NONE,0,0.00000,0.0242,-0.0002,57.710,0,NONE
9933,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4560,0.0013,57.580,0,NONE,0,0.00000,0.1173,-0.0002,57.690,0,NONE
10071,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4809,0.0013,57.590,0,NONE,0,0.00000,0.1276,-0.0002,57.700,0,NONE
10220,149,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4669,0.0013,57.550,0,NONE,0,0.00000,0.1193,-0.0002,57.690,0,NONE
10358,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4730,0.0013,57.550,0,NONE,0,0.00000,0.1774,-0.0002,57.690,0,NONE
10495,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4745,0.0013,57.560,0,NONE,0,0.00000,0.0053,-0.0002,57.690,0,NONE
10633,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.5028,0.0013,57.580,0,NONE,0,0.00000,0.2331,-0.0002,57.690,0,NONE
10771,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4638,0.0013,57.580,0,NONE,0,0.00000,-0.0040,-0.0002,57.680,0,NONE
10909,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4429,0.0012,57.600,0,NONE,0,0.00000,0.0903,-0.0002,57.690,0,NONE
11047,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4267,0.0012,57.580,0,NONE,0,0.00000,0.0791,-0.0002,57.700,0,NONE
11185,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4547,0.0012,57.560,0,NONE,0,0.00000,0.1090,-0.0002,57.680,0,NONE
11322,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4346,0.0012,57.560,0,NONE,0,0.00000,0.0653,-0.0002,57.690,0,NONE
11460,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4158,0.0012,57.560,0,NONE,0,0.00000,0.0438,-0.0002,57.680,0,NONE
11598,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4419,0.0012,57.580,0,NONE,0,0.00000,-0.0361,-0.0003,57.700,0,NONE
11736,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4143,0.0012,57.560,0,NONE,0,0.00000,0.0252,-0.0002,57.700,0,NONE
11874,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4442,0.0012,57.560,0,NONE,0,0.00000,0.1311,-0.0002,57.690,0,NONE
12012,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4343,0.0012,57.550,0,NONE,0,0.00000,0.1109,-0.0002,57.700,0,NONE
12149,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4502,0.0012,57.560,0,NONE,0,0.00000,0.1351,-0.0002,57.690,0,NONE
12287,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4660,0.0012,57.560,0,NONE,0,0.00000,0.0127,-0.0002,57.690,0,NONE
12425,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4837,0.0013,57.570,0,NONE,0,0.00000,0.0950,-0.0002,57.690,0,NONE
12563,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4487,0.0012,57.560,0,NONE,0,0.00000,0.0786,-0.0002,57.700,0,NONE
12701,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4807,0.0013,57.570,0,NONE,0,0.00000,0.0730,-0.0002,57.710,0,NONE
12838,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.5057,0.0013,57.590,0,NONE,0,0.00000,0.0022,-0.0003,57.690,0,NONE
12976,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4312,0.0012,57.570,0,NONE,0,0.00000,-0.0143,-0.0002,57.690,0,NONE
13114,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3859,0.0012,57.570,0,NONE,0,0.00000,0.0261,-0.0002,57.690,0,NONE
13265,151,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4165,0.0012,57.560,0,NONE,0,0.00000,0.1025,-0.0002,57.700,0,NONE
13403,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4542,0.0012,57.570,0,NONE,0,0.00000,0.1461,-0.0002,57.700,0,NONE
13541,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4578,0.0013,57.560,0,NONE,0,0.00000,0.0922,-0.0002,57.690,0,NONE
13679,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4523,0.0012,57.570,0,NONE,0,0.00000,0.1111,-0.0002,57.700,0,NONE
13817,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4645,0.0012,57.550,0,NONE,0,0.00000,0.1052,-0.0002,57.700,0,NONE
13954,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4640,0.0012,57.580,0,NONE,0,0.00000,0.0833,-0.0002,57.700,0,NONE
14092,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4960,0.0013,57.570,0,NONE,0,0.00000,0.0887,-0.0002,57.690,0,NONE
14230,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4361,0.0012,57.570,0,NONE,0,0.00000,0.0348,-0.0002,57.700,0,NONE
14368,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4357,0.0012,57.570,0,NONE,0,0.00000,0.1168,-0.0002,57.700,0,NONE
14506,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.4368,0.0012,57.570,0,NONE,0,0.00000,0.1608,-0.0002,57.690,0,NONE
